Id,SalePrice
1461,120434.97636894033
1462,182104.9588002882
1463,204262.23092029616
1464,228913.91098927928
1465,201446.77933765715
1466,204215.581101407
1467,173223.44224685637
1468,206115.49301618227
1469,188257.15867349692
1470,128564.90523117295
1471,225379.6844096977
1472,119067.91445365106
1473,120353.6073806604
1474,166585.4815740269
1475,120889.59320347602
1476,335764.64055810415
1477,250314.8289076861
1478,302785.02481636417
1479,290338.0542736801
1480,397936.20510006184
1481,304333.02546226245
1482,234024.8835508108
1483,210341.70452077765
1484,208284.6288631303
1485,222625.75736802944
1486,230593.1021703189
1487,309671.2627463386
1488,251089.3881736362
1489,210923.56890593644
1490,243438.79885983432
1491,234406.02715871
1492,87970.17552180297
1493,203568.091845668
1494,278148.01671357057
1495,266981.68181416445
1496,251398.35017301858
1497,207761.79240017413
1498,201959.6311965037
1499,186396.39575505027
1500,201220.68227840302
1501,215810.1108085419
1502,195641.72936219565
1503,259203.2280037537
1504,255136.71027746
1505,239942.80495971942
1506,206991.44024462797
1507,242217.75917535275
1508,207497.15748331972
1509,163302.2943156463
1510,176198.46926448768
1511,159329.69281148288
1512,186596.3820032002
1513,165736.41073984624
1514,159246.4198069728
1515,181011.98382592318
1516,162362.8345980072
1517,161891.39979787808
1518,167578.66160585507
1519,231169.02628032997
1520,137269.88242002172
1521,154325.46000516182
1522,193367.4545880137
1523,107748.13787105236
1524,110582.24725512443
1525,102011.52115083132
1526,114576.29720252864
1527,76587.28503998087
1528,104186.67850172632
1529,146306.687554924
1530,181625.01322057392
1531,157101.57059658534
1532,83152.37678124942
1533,134539.3702297577
1534,106178.9718819069
1535,131675.21629548445
1536,84036.95478203632
1537,68342.98309680483
1538,114366.59996381267
1539,179368.72667697928
1540,121025.7998532363
1541,139685.80068923475
1542,116015.10823710475
1543,147515.27888022357
1544,51470.26045160499
1545,68370.2249699996
1546,133746.69530722595
1547,137760.6600322885
1548,111032.57139946528
1549,105298.83263289565
1550,130271.30024858267
1551,118821.700656087
1552,134858.5501300905
1553,114144.57736464452
1554,82891.20513759772
1555,196163.70153149718
1556,77133.91527922268
1557,83283.01497548944
1558,108762.15354782336
1559,96474.5952823587
1560,143162.71893335565
1561,159547.334065567
1562,122767.15732404828
1563,115964.6699588062
1564,188740.51068047847
1565,158827.01716738788
1566,205887.97072305673
1567,87967.45396337185
1568,258705.9492156597
1569,157580.38642161188
1570,132035.5058872375
1571,111557.03649287482
1572,139026.2334474407
1573,222069.06678395544
1574,147842.41647803836
1575,219038.1442581402
1576,271274.26096490736
1577,201180.87342879313
1578,127844.4233407373
1579,143840.80737563217
1580,212663.4781797228
1581,136847.94885743552
1582,120850.80362875361
1583,280988.8301304313
1584,247419.3187164425
1585,176710.9512706849
1586,35654.36720860828
1587,105438.85238179771
1588,143323.44453481343
1589,106096.48869018765
1590,142712.97328421107
1591,94010.28536878829
1592,128552.2332580617
1593,122057.93876585687
1594,143256.19580712635
1595,128678.00231907252
1596,198514.04703886603
1597,198634.10504272263
1598,208466.75046400964
1599,177836.7124222496
1600,188658.73459240323
1601,45575.853378520056
1602,100144.98364274655
1603,94958.51648565338
1604,250704.13325339416
1605,244621.94589707686
1606,172493.02531832812
1607,213769.21116342986
1608,245326.2280295956
1609,199438.81088983375
1610,180423.58329086396
1611,150218.3406006075
1612,209772.56344914337
1613,198291.21425818463
1614,134580.3825942775
1615,89962.9611076632
1616,90681.5712773911
1617,102924.47711471944
1618,105429.7173919397
1619,133242.791846969
1620,229214.62400497415
1621,142647.13302781267
1622,159715.39326326584
1623,226571.2442123494
1624,251872.55542321008
1625,129504.29238891709
1626,206249.18908953777
1627,219482.85030087916
1628,279944.0639361494
1629,198016.67580845673
1630,287044.2759303271
1631,211980.30189857635
1632,223035.65896957123
1633,205558.56687450391
1634,212829.53887100506
1635,200607.0141374916
1636,184255.22136739513
1637,209872.3825289678
1638,220596.52173942165
1639,200615.54759078572
1640,236548.7596087206
1641,196662.49190673116
1642,250321.59391940187
1643,243682.31244235853
1644,239345.4689088757
1645,209213.30525531282
1646,180768.62791810464
1647,175087.41216215014
1648,144041.52193634745
1649,153319.74717895756
1650,107684.420817505
1651,109774.20895014521
1652,119272.97771553879
1653,112163.13127607085
1654,168957.18577292803
1655,153050.6022380983
1656,165772.27105182485
1657,161474.31792505435
1658,183268.31644857855
1659,113199.52744731569
1660,167954.45596911226
1661,374781.1369880308
1662,309793.8783171491
1663,329204.0226195691
1664,371652.9170348436
1665,303271.2416714987
1666,308451.76296118344
1667,330523.6426068084
1668,317276.1494831165
1669,284424.76784254925
1670,317463.508735758
1671,281710.0641905373
1672,353040.47365154355
1673,294292.7487073808
1674,259711.52217702387
1675,232737.73752596855
1676,227516.80804645474
1677,233720.64598601696
1678,369621.8665658446
1679,336467.03929015953
1680,307922.05653974146
1681,279903.77594887617
1682,295887.0574448816
1683,217000.85189709108
1684,220826.90934518704
1685,226063.78037063492
1686,215498.19098347187
1687,217999.7516089675
1688,239172.11473586768
1689,233693.60110980633
1690,231038.53563274918
1691,219725.29820432852
