Id,SalePrice
1461,137000.0
1462,159950.0
1463,200500.0
1464,233000.0
1465,181000.0
1466,311500.0
1467,134000.0
1468,135000.0
1469,180000.0
1470,148500.0
1471,235000.0
1472,112000.0
1473,108000.0
1474,170000.0
1475,110000.0
1476,361919.0
1477,277000.0
1478,325624.0
1479,315750.0
1480,625000.0
1481,395000.0
1482,335000.0
1483,215200.0
1484,149900.0
1485,195000.0
1486,200000.0
1487,302000.0
1488,245350.0
1489,173000.0
1490,172500.0
1491,226000.0
1492,126000.0
1493,199900.0
1494,275000.0
1495,230000.0
1496,286000.0
1497,190000.0
1498,177000.0
1499,158000.0
1500,179900.0
1501,194500.0
1502,180000.0
1503,375000.0
1504,287000.0
1505,203000.0
1506,149900.0
1507,253000.0
1508,160200.0
1509,174500.0
1510,175000.0
1511,147500.0
1512,167000.0
1513,155000.0
1514,148500.0
1515,146000.0
1516,170000.0
1517,147000.0
1518,155000.0
1519,204000.0
1520,124500.0
1521,129000.0
1522,224000.0
1523,82000.0
1524,112500.0
1525,112000.0
1526,128000.0
1527,105000.0
1528,128950.0
1529,99500.0
1530,144500.0
1531,127000.0
1532,113000.0
1533,140000.0
1534,159434.0
1535,130000.0
1536,108480.0
1537,85000.0
1538,161000.0
1539,133900.0
1540,160000.0
1541,188700.0
1542,112000.0
1543,131500.0
1544,98000.0
1545,61000.0
1546,153500.0
1547,153500.0
1548,108000.0
1549,82000.0
1550,158500.0
1551,147000.0
1552,165000.0
1553,153575.0
1554,100000.0
1555,168500.0
1556,81000.0
1557,113000.0
1558,82000.0
1559,135000.0
1560,135000.0
1561,143900.0
1562,118500.0
1563,144000.0
1564,164000.0
1565,148500.0
1566,217500.0
1567,108480.0
1568,240000.0
1569,140000.0
1570,135000.0
1571,108000.0
1572,151000.0
1573,223500.0
1574,131000.0
1575,208900.0
1576,275000.0
1577,178000.0
1578,154900.0
1579,129900.0
1580,189000.0
1581,151000.0
1582,137000.0
1583,320000.0
1584,236000.0
1585,143000.0
1586,55000.0
1587,82000.0
1588,135000.0
1589,116000.0
1590,145000.0
1591,104900.0
1592,145000.0
1593,147000.0
1594,122500.0
1595,93000.0
1596,188000.0
1597,154300.0
1598,218000.0
1599,159950.0
1600,224000.0
1601,98000.0
1602,116050.0
1603,87000.0
1604,328900.0
1605,253000.0
1606,145000.0
1607,170000.0
1608,277000.0
1609,188000.0
1610,142600.0
1611,164900.0
1612,215200.0
1613,225000.0
1614,140000.0
1615,113000.0
1616,67000.0
1617,98300.0
1618,108500.0
1619,108959.0
1620,295000.0
1621,140000.0
1622,157900.0
1623,235000.0
1624,287000.0
1625,136000.0
1626,190000.0
1627,187000.0
1628,275500.0
1629,145000.0
1630,315500.0
1631,257500.0
1632,192500.0
1633,170000.0
1634,197900.0
1635,179900.0
1636,185750.0
1637,206900.0
1638,163990.0
1639,177000.0
1640,222000.0
1641,173733.0
1642,248000.0
1643,179540.0
1644,250000.0
1645,197000.0
1646,289000.0
1647,171000.0
1648,134000.0
1649,129000.0
1650,123000.0
1651,141000.0
1652,123000.0
1653,109000.0
1654,174500.0
1655,157000.0
1656,170000.0
1657,220000.0
1658,147400.0
1659,130250.0
1660,143000.0
1661,538000.0
1662,383970.0
1663,360000.0
1664,625000.0
1665,305000.0
1666,440000.0
1667,424870.0
1668,326000.0
1669,277500.0
1670,326000.0
1671,320000.0
1672,555000.0
1673,299800.0
1674,240000.0
1675,221000.0
1676,175900.0
1677,221000.0
1678,625000.0
1679,395192.0
1680,370878.0
1681,348000.0
1682,319900.0
1683,227000.0
1684,163990.0
1685,193500.0
1686,194000.0
1687,178000.0
1688,222000.0
1689,189000.0
1690,212000.0
1691,179000.0
1692,310000.0
1693,171000.0
1694,187000.0
1695,144000.0
1696,270000.0
1697,235000.0
1698,317000.0
1699,315500.0
1700,230500.0
1701,262280.0
1702,262280.0
1703,264132.0
1704,307000.0
1705,271000.0
1706,501837.0
1707,263435.0
1708,233000.0
1709,348000.0
1710,174000.0
1711,348000.0
1712,285000.0
1713,307000.0
1714,226000.0
1715,242000.0
1716,145000.0
1717,177500.0
1718,106000.0
1719,200000.0
1720,262500.0
1721,168500.0
1722,91500.0
1723,148800.0
1724,244000.0
1725,328000.0
1726,129000.0
1727,130500.0
1728,174000.0
1729,171000.0
1730,169000.0
1731,132500.0
1732,147000.0
1733,114500.0
1734,157900.0
1735,147000.0
1736,144000.0
1737,328900.0
1738,184100.0
1739,381000.0
1740,262280.0
1741,262000.0
1742,171900.0
1743,215200.0
1744,392500.0
1745,176000.0
1746,187000.0
1747,201000.0
1748,359100.0
1749,149500.0
1750,140000.0
1751,254900.0
1752,130250.0
1753,148500.0
1754,206900.0
1755,280000.0
1756,119500.0
1757,85000.0
1758,179200.0
1759,155000.0
1760,176000.0
1761,165500.0
1762,155000.0
1763,160200.0
1764,137000.0
1765,142500.0
1766,194000.0
1767,196000.0
1768,156000.0
1769,167900.0
1770,140000.0
1771,127000.0
1772,141000.0
1773,130000.0
1774,170000.0
1775,140000.0
1776,114500.0
1777,125000.0
1778,114500.0
1779,126500.0
1780,144500.0
1781,130500.0
1782,118500.0
1783,184000.0
1784,87000.0
1785,98300.0
1786,112000.0
1787,180500.0
1788,83000.0
1789,118400.0
1790,109500.0
1791,325000.0
1792,81000.0
1793,148000.0
1794,148000.0
1795,143500.0
1796,160000.0
1797,110500.0
1798,112500.0
1799,112000.0
1800,147000.0
1801,108000.0
1802,101800.0
1803,155000.0
1804,148000.0
1805,129900.0
1806,100000.0
1807,159500.0
1808,105000.0
1809,100000.0
1810,106000.0
1811,130000.0
1812,34900.0
1813,105900.0
1814,95000.0
1815,39300.0
1816,117000.0
1817,149000.0
1818,139000.0
1819,114500.0
1820,100000.0
1821,90000.0
1822,165000.0
1823,67000.0
1824,82000.0
1825,136500.0
1826,84500.0
1827,110500.0
1828,127000.0
1829,55993.0
1830,177000.0
1831,145900.0
1832,104000.0
1833,115000.0
1834,119500.0
1835,98000.0
1836,113000.0
1837,61000.0
1838,102776.0
1839,163500.0
1840,129500.0
1841,148000.0
1842,121000.0
1843,158000.0
1844,154000.0
1845,155000.0
1846,175000.0
1847,178000.0
1848,34900.0
1849,75000.0
1850,89500.0
1851,159000.0
1852,134450.0
1853,180000.0
1854,176000.0
1855,157000.0
1856,183500.0
1857,165000.0
1858,178000.0
1859,95000.0
1860,180000.0
1861,141000.0
1862,325000.0
1863,325000.0
1864,325000.0
1865,337500.0
1866,313000.0
1867,260000.0
1868,274900.0
1869,213000.0
1870,282922.0
1871,256300.0
1872,193500.0
1873,263435.0
1874,142500.0
1875,185000.0
1876,174000.0
1877,227000.0
1878,179600.0
1879,148500.0
1880,148500.0
1881,187500.0
1882,258000.0
1883,187500.0
1884,187000.0
1885,254000.0
1886,293077.0
1887,204000.0
1888,260000.0
1889,170000.0
1890,128000.0
1891,82500.0
1892,88000.0
1893,131400.0
1894,200100.0
1895,174900.0
1896,135500.0
1897,127000.0
1898,93000.0
1899,143000.0
1900,152000.0
1901,133000.0
1902,122000.0
1903,256000.0
1904,119500.0
1905,164000.0
1906,108000.0
1907,189000.0
1908,130500.0
1909,164900.0
1910,140000.0
1911,176000.0
1912,236500.0
1913,207000.0
1914,72500.0
1915,385000.0
1916,37900.0
1917,263435.0
1918,142500.0
1919,149500.0
1920,149900.0
1921,395192.0
1922,311872.0
1923,205950.0
1924,255500.0
1925,274970.0
1926,315000.0
1927,107000.0
1928,224000.0
1929,130250.0
1930,140000.0
1931,143000.0
1932,120000.0
1933,243000.0
1934,197500.0
1935,175500.0
1936,187000.0
1937,181000.0
